t/h,CIֵ_ewma
0.0,0.5496714153011233
0.5050505050505051,0.4962745799838916
1.0101010101010102,0.5849708740120895
1.5151515151515151,0.6826060159438329
2.0202020202020203,0.5169887029317068
2.5252525252525255,0.5270913548101325
3.0303030303030303,0.7185273421567997
3.5353535353535355,0.6474505436223617
4.040404040404041,0.5338606422145855
4.545454545454546,0.6451650952676874
5.050505050505051,0.5546683317288548
5.555555555555556,0.5645381357540855
6.0606060606060606,0.6454083483687246
6.565656565656566,0.4399851068473515
7.070707070707071,0.4689223581628381
7.575757575757576,0.5952863985910543
8.080808080808081,0.5603330495827192
8.585858585858587,0.7031419049766992
9.090909090909092,0.5910157742660608
9.595959595959597,0.5506888217856628
10.101010101010102,0.8485850789123575
10.606060606060607,0.6895435820725586
11.111111111111112,0.7289750426910147
11.616161616161618,0.5898484137018867
12.121212121212121,0.6879859699717241
12.626262626262626,0.7636175114962392
13.131313131313131,0.6475269048840324
13.636363636363637,0.8102970745618399
14.141414141414142,0.7227644138364023
14.646464646464647,0.7637599179499652
15.151515151515152,0.7428596418073633
15.656565656565657,0.9983591315822069
16.161616161616163,0.8218826007585299
16.666666666666668,0.7275622404377433
17.171717171717173,0.9256888346446623
17.67676767676768,0.7314509885382514
18.181818181818183,0.8845227231368393
18.68686868686869,0.6777703613493962
19.191919191919194,0.7510197789485408
19.6969696969697,0.9136255175263064
20.202020202020204,0.9778870620399451
20.70707070707071,0.9312782422604112
21.212121212121215,0.9126775960036002
21.71717171717172,0.9042330647845056
22.222222222222225,0.7965922454077018
22.72727272727273,0.8825610337059837
23.232323232323235,0.918582587550486
23.73737373737374,1.0804596973693663
24.242424242424242,1.019210313805331
24.747474747474747,0.8186454794132216
25.252525252525253,1.0374589019899847
25.757575757575758,0.9766432871098835
26.262626262626263,0.9575603252219295
26.767676767676768,1.0965211642376222
27.272727272727273,1.1485544977041404
27.77777777777778,1.1486835674671754
28.282828282828284,0.9817348133343019
28.78787878787879,1.0448363381724541
29.292929292929294,1.1189849289989422
29.7979797979798,1.193514108671832
30.303030303030305,1.058143182276077
30.80808080808081,1.0975957184952347
31.313131313131315,1.0156291288620234
31.81818181818182,1.0167429739555693
32.323232323232325,1.2277172287040665
32.82828282828283,1.292189659422739
33.333333333333336,1.1594656545086333
33.83838383838384,1.2771209665568792
34.343434343434346,1.2230322893734502
34.84848484848485,1.1324577215091847
35.35353535353536,1.2432102676215486
35.85858585858586,1.3709753738183141
36.36363636363637,1.2236901233617323
36.86868686868687,1.393838102955138
37.37373737373738,0.9855002370657729
37.87878787878788,1.3397660080132803
38.38383838383839,1.2763814745005848
38.88888888888889,1.2478770427311912
39.3939393939394,1.2970548655323384
39.8989898989899,1.0992229065197088
40.40404040404041,1.286113619297057
40.909090909090914,1.353893075332993
41.41414141414142,1.47607223275698
41.919191919191924,1.2865568165564738
42.42424242424243,1.2676354881955298
42.929292929292934,1.308410154227405
43.43434343434344,1.4602270804570763
43.939393939393945,1.4116629897538473
44.44444444444445,1.3359128685121853
44.949494949494955,1.4503166423012348
45.45454545454546,1.4187986640257133
45.959595959595966,1.5160564182452083
46.46464646464647,1.3590876199051942
46.969696969696976,1.4066277247341625
47.47474747474748,1.4102841341817338
47.979797979797986,1.313244464782748
48.484848484848484,1.4993089974034273
48.98989898989899,1.5059035070159685
49.494949494949495,1.490410335563236
50.0,1.4765412866624854
