t/h,CIֵ_ewma,is_forecast
0.0,0.5496714153011233,0
0.5050505050505051,0.4962745799838916,0
1.0101010101010102,0.5849708740120895,0
1.5151515151515151,0.6826060159438329,0
2.0202020202020203,0.5169887029317068,0
2.525252525252525,0.5270913548101325,0
3.0303030303030303,0.7185273421567997,0
3.5353535353535355,0.6474505436223617,0
4.040404040404041,0.5338606422145855,0
4.545454545454546,0.6451650952676874,0
5.050505050505051,0.5546683317288548,0
5.555555555555556,0.5645381357540855,0
6.0606060606060606,0.6454083483687246,0
6.565656565656566,0.4399851068473515,0
7.070707070707071,0.4689223581628381,0
7.575757575757576,0.5952863985910543,0
8.080808080808081,0.5603330495827192,0
8.585858585858587,0.7031419049766992,0
9.090909090909092,0.5910157742660608,0
9.595959595959595,0.5506888217856628,0
10.101010101010102,0.8485850789123575,0
10.606060606060607,0.6895435820725586,0
11.111111111111112,0.7289750426910147,0
11.616161616161618,0.5898484137018867,0
12.12121212121212,0.6879859699717241,0
12.626262626262626,0.7636175114962392,0
13.131313131313131,0.6475269048840324,0
13.636363636363637,0.8102970745618399,0
14.141414141414142,0.7227644138364023,0
14.646464646464649,0.7637599179499652,0
15.151515151515152,0.7428596418073633,0
15.656565656565656,0.9983591315822068,0
16.161616161616163,0.8218826007585299,0
16.666666666666668,0.7275622404377433,0
17.171717171717173,0.9256888346446625,0
17.67676767676768,0.7314509885382514,0
18.181818181818183,0.8845227231368393,0
18.68686868686869,0.6777703613493962,0
19.191919191919197,0.7510197789485408,0
19.6969696969697,0.9136255175263064,0
20.202020202020204,0.9778870620399452,0
20.70707070707071,0.9312782422604112,0
21.21212121212121,0.9126775960036002,0
21.71717171717172,0.9042330647845056,0
22.222222222222225,0.7965922454077018,0
22.72727272727273,0.8825610337059837,0
23.232323232323235,0.918582587550486,0
23.73737373737374,1.0804596973693663,0
24.24242424242424,1.019210313805331,0
24.747474747474747,0.8186454794132216,0
25.252525252525253,1.0374589019899847,0
25.75757575757576,0.9766432871098836,0
26.262626262626263,0.9575603252219296,0
26.767676767676768,1.0965211642376222,0
27.272727272727277,1.1485544977041404,0
27.77777777777778,1.1486835674671754,0
28.282828282828284,0.981734813334302,0
28.78787878787879,1.044836338172454,0
29.29292929292929,1.1189849289989422,0
29.7979797979798,1.193514108671832,0
30.303030303030305,1.058143182276077,0
30.80808080808081,1.0975957184952347,0
31.313131313131315,1.0156291288620234,0
31.81818181818182,1.0167429739555691,0
32.323232323232325,1.2277172287040663,0
32.82828282828283,1.292189659422739,0
33.333333333333336,1.1594656545086333,0
33.83838383838384,1.2771209665568792,0
34.343434343434346,1.2230322893734502,0
34.84848484848485,1.132457721509185,0
35.35353535353536,1.2432102676215486,0
35.85858585858586,1.370975373818314,0
36.36363636363637,1.2236901233617323,0
36.86868686868687,1.393838102955138,0
37.37373737373738,0.9855002370657728,0
37.87878787878788,1.3397660080132805,0
38.38383838383839,1.2763814745005848,0
38.88888888888889,1.2478770427311912,0
39.3939393939394,1.2970548655323384,0
39.8989898989899,1.0992229065197088,0
40.40404040404041,1.286113619297057,0
40.909090909090914,1.353893075332993,0
41.41414141414142,1.47607223275698,0
41.91919191919192,1.2865568165564738,0
42.42424242424243,1.2676354881955298,0
42.92929292929293,1.308410154227405,0
43.43434343434344,1.4602270804570765,0
43.939393939393945,1.4116629897538473,0
44.44444444444445,1.3359128685121853,0
44.94949494949496,1.4503166423012348,0
45.45454545454546,1.4187986640257133,0
45.959595959595966,1.5160564182452083,0
46.46464646464647,1.3590876199051942,0
46.969696969696976,1.4066277247341623,0
47.47474747474748,1.4102841341817338,0
47.97979797979799,1.313244464782748,0
48.48484848484848,1.4993089974034273,0
48.98989898989899,1.5059035070159683,0
49.494949494949495,1.490410335563236,0
50.0,1.4765412866624854,0
50.5,1.3200427293777466,1
51.0,1.2256782054901123,1
51.5,1.1647820472717285,1
52.0,1.1240582466125488,1
52.5,1.0962562561035156,1
53.0,1.0770329236984253,1
53.5,1.0636318922042847,1
54.0,1.0542391538619995,1
54.5,1.0476317405700684,1
55.0,1.0429720878601074,1
55.5,1.0396803617477417,1
56.0,1.037352204322815,1
56.5,1.0357041358947754,1
57.0,1.0345367193222046,1
57.5,1.0337096452713013,1
58.0,1.033123254776001,1
58.5,1.0327075719833374,1
59.0,1.0324128866195679,1
59.5,1.0322039127349854,1
60.0,1.0320556163787842,1
